date,county,fips,confirmed_cases,deaths,new_confirmed_cases,new_deaths
4/1/20,Shasta,89,7,1,0,0
4/2/20,Shasta,89,11,1,4,0
4/3/20,Shasta,89,12,2,1,1
4/4/20,Shasta,89,17,2,5,0
4/5/20,Shasta,89,20,3,3,1
4/6/20,Shasta,89,21,3,1,0
4/7/20,Shasta,89,23,3,2,0
4/8/20,Shasta,89,24,3,1,0
4/9/20,Shasta,89,24,3,0,0
4/10/20,Shasta,89,24,3,0,0
4/11/20,Shasta,89,24,3,0,0
4/12/20,Shasta,89,24,3,0,0
4/13/20,Shasta,89,25,3,1,0
4/14/20,Shasta,89,25,3,0,0
4/15/20,Shasta,89,25,3,0,0
4/16/20,Shasta,89,26,3,1,0
4/17/20,Shasta,89,26,3,0,0
4/18/20,Shasta,89,26,3,0,0
4/19/20,Shasta,89,26,3,0,0
4/20/20,Shasta,89,26,3,0,0
4/21/20,Shasta,89,26,3,0,0
4/22/20,Shasta,89,27,3,1,0
4/23/20,Shasta,89,28,3,1,0
4/24/20,Shasta,89,30,4,2,1
4/25/20,Shasta,89,30,4,0,0
4/26/20,Shasta,89,30,4,0,0
4/27/20,Shasta,89,30,4,0,0
4/28/20,Shasta,89,31,4,1,0
4/29/20,Shasta,89,31,4,0,0
4/30/20,Shasta,89,31,4,0,0
4/29/20,Sierra,91,0,0,,
4/30/20,Sierra,91,0,0,0,0
3/21/20,Siskiyou,93,2,0,,
3/22/20,Siskiyou,93,2,0,0,0
3/23/20,Siskiyou,93,3,0,1,0
3/24/20,Siskiyou,93,3,0,0,0
3/25/20,Siskiyou,93,3,0,0,0
3/26/20,Siskiyou,93,3,0,0,0
3/27/20,Siskiyou,93,3,0,0,0
3/28/20,Siskiyou,93,3,0,0,0
3/29/20,Siskiyou,93,3,0,0,0
3/30/20,Siskiyou,93,3,0,0,0
3/31/20,Siskiyou,93,3,0,0,0
4/1/20,Siskiyou,93,3,0,0,0
4/2/20,Siskiyou,93,3,0,0,0
4/3/20,Siskiyou,93,3,0,0,0
4/4/20,Siskiyou,93,3,0,0,0
4/5/20,Siskiyou,93,3,0,0,0
4/6/20,Siskiyou,93,4,0,1,0
4/7/20,Siskiyou,93,4,0,0,0
4/8/20,Siskiyou,93,4,0,0,0
4/9/20,Siskiyou,93,4,0,0,0
4/10/20,Siskiyou,93,5,0,1,0
4/11/20,Siskiyou,93,5,0,0,0
4/12/20,Siskiyou,93,5,0,0,0
4/13/20,Siskiyou,93,5,0,0,0
4/14/20,Siskiyou,93,5,0,0,0
4/15/20,Siskiyou,93,5,0,0,0
4/16/20,Siskiyou,93,5,0,0,0
4/17/20,Siskiyou,93,5,0,0,0
4/18/20,Siskiyou,93,5,0,0,0
4/19/20,Siskiyou,93,5,0,0,0
4/20/20,Siskiyou,93,5,0,0,0
4/21/20,Siskiyou,93,5,0,0,0
4/22/20,Siskiyou,93,5,0,0,0
4/23/20,Siskiyou,93,5,0,0,0
4/24/20,Siskiyou,93,5,0,0,0
4/25/20,Siskiyou,93,5,0,0,0
4/26/20,Siskiyou,93,5,0,0,0
4/27/20,Siskiyou,93,5,0,0,0
4/28/20,Siskiyou,93,5,0,0,0
4/29/20,Siskiyou,93,5,0,0,0
4/30/20,Siskiyou,93,5,0,0,0
1/26/20,Solano,95,0,0,,
1/31/20,Solano,95,0,0,0,0
2/2/20,Solano,95,0,0,0,0
2/20/20,Solano,95,0,0,0,0
2/21/20,Solano,95,0,0,0,0
2/26/20,Solano,95,1,0,1,0
2/27/20,Solano,95,1,0,0,0
2/28/20,Solano,95,2,0,1,0
2/29/20,Solano,95,2,0,0,0
3/1/20,Solano,95,3,0,1,0
3/2/20,Solano,95,3,0,0,0
3/3/20,Solano,95,3,0,0,0
3/4/20,Solano,95,3,0,0,0
3/5/20,Solano,95,3,0,0,0
3/6/20,Solano,95,3,0,0,0
3/7/20,Solano,95,3,0,0,0
3/8/20,Solano,95,3,0,0,0
3/9/20,Solano,95,6,0,3,0
3/10/20,Solano,95,6,0,0,0
3/11/20,Solano,95,6,0,0,0
3/12/20,Solano,95,6,0,0,0
3/13/20,Solano,95,6,0,0,0
3/14/20,Solano,95,6,0,0,0
3/15/20,Solano,95,6,0,0,0
3/16/20,Solano,95,9,0,3,0
3/17/20,Solano,95,8,0,-1,0
3/18/20,Solano,95,8,0,0,0
3/19/20,Solano,95,10,0,2,0
3/20/20,Solano,95,13,0,3,0
3/21/20,Solano,95,14,0,1,0
3/22/20,Solano,95,14,0,0,0
3/23/20,Solano,95,21,0,7,0
3/24/20,Solano,95,24,0,3,0
3/25/20,Solano,95,31,0,7,0
3/26/20,Solano,95,34,0,3,0
3/27/20,Solano,95,34,0,0,0
3/28/20,Solano,95,34,0,0,0
3/29/20,Solano,95,34,0,0,0
3/30/20,Solano,95,43,0,9,0
3/31/20,Solano,95,49,0,6,0
4/1/20,Solano,95,54,0,5,0
4/2/20,Solano,95,61,1,7,1
4/3/20,Solano,95,73,1,12,0
4/4/20,Solano,95,73,1,0,0
4/5/20,Solano,95,73,1,0,0
4/6/20,Solano,95,88,1,15,0
4/7/20,Solano,95,99,2,11,1
4/8/20,Solano,95,112,2,13,0
4/9/20,Solano,95,115,2,3,0
4/10/20,Solano,95,121,2,6,0
4/11/20,Solano,95,121,2,0,0
4/12/20,Solano,95,121,2,0,0
4/13/20,Solano,95,135,2,14,0
4/14/20,Solano,95,140,2,5,0
4/15/20,Solano,95,141,2,1,0
4/16/20,Solano,95,156,2,15,0
4/17/20,Solano,95,169,2,13,0
4/18/20,Solano,95,169,2,0,0
4/19/20,Solano,95,169,2,0,0
4/20/20,Solano,95,180,2,11,0
4/21/20,Solano,95,181,3,1,1
4/22/20,Solano,95,186,3,5,0
4/23/20,Solano,95,191,4,5,1
4/24/20,Solano,95,199,4,8,0
4/25/20,Solano,95,199,4,0,0
4/26/20,Solano,95,199,4,0,0
4/27/20,Solano,95,226,4,27,0
4/28/20,Solano,95,249,4,23,0
4/29/20,Solano,95,254,5,5,1
4/30/20,Solano,95,263,5,9,0
1/26/20,Sonoma,97,0,0,,
1/31/20,Sonoma,97,0,0,0,0
2/2/20,Sonoma,97,0,0,0,0
2/20/20,Sonoma,97,0,0,0,0
2/21/20,Sonoma,97,0,0,0,0
2/26/20,Sonoma,97,0,0,0,0
2/28/20,Sonoma,97,0,0,0,0
2/29/20,Sonoma,97,0,0,0,0
3/1/20,Sonoma,97,0,0,0,0
3/2/20,Sonoma,97,1,0,1,0
3/3/20,Sonoma,97,1,0,0,0
3/4/20,Sonoma,97,2,0,1,0
3/5/20,Sonoma,97,2,0,0,0
3/6/20,Sonoma,97,2,0,0,0
3/7/20,Sonoma,97,2,0,0,0
3/8/20,Sonoma,97,2,0,0,0
3/9/20,Sonoma,97,2,0,0,0
3/10/20,Sonoma,97,2,0,0,0
3/11/20,Sonoma,97,2,0,0,0
3/12/20,Sonoma,97,2,0,0,0
3/13/20,Sonoma,97,2,0,0,0
3/14/20,Sonoma,97,4,0,2,0
3/15/20,Sonoma,97,4,0,0,0
3/16/20,Sonoma,97,7,0,3,0
3/17/20,Sonoma,97,9,0,2,0
3/18/20,Sonoma,97,9,0,0,0
3/19/20,Sonoma,97,11,0,2,0
3/20/20,Sonoma,97,22,1,11,1
3/21/20,Sonoma,97,24,1,2,0
3/22/20,Sonoma,97,27,1,3,0
3/23/20,Sonoma,97,29,1,2,0
3/24/20,Sonoma,97,34,1,5,0
3/25/20,Sonoma,97,39,1,5,0
3/26/20,Sonoma,97,49,1,10,0
3/27/20,Sonoma,97,54,1,5,0
3/28/20,Sonoma,97,54,1,0,0
3/29/20,Sonoma,97,58,1,4,0
3/30/20,Sonoma,97,73,1,15,0
3/31/20,Sonoma,97,85,1,12,0
4/1/20,Sonoma,97,91,1,6,0
4/2/20,Sonoma,97,95,1,4,0
4/3/20,Sonoma,97,105,1,10,0
4/4/20,Sonoma,97,107,1,2,0
4/5/20,Sonoma,97,107,1,0,0
4/6/20,Sonoma,97,115,1,8,0
4/7/20,Sonoma,97,120,1,5,0
4/8/20,Sonoma,97,136,1,16,0
4/9/20,Sonoma,97,142,1,6,0
4/10/20,Sonoma,97,145,2,3,1
4/11/20,Sonoma,97,145,2,0,0
4/12/20,Sonoma,97,147,2,2,0
4/13/20,Sonoma,97,152,2,5,0
4/14/20,Sonoma,97,160,2,8,0
4/15/20,Sonoma,97,163,2,3,0
4/16/20,Sonoma,97,172,2,9,0
4/17/20,Sonoma,97,180,2,8,0
4/18/20,Sonoma,97,180,2,0,0
4/19/20,Sonoma,97,181,2,1,0
4/20/20,Sonoma,97,182,2,1,0
4/21/20,Sonoma,97,192,2,10,0
4/22/20,Sonoma,97,194,2,2,0
4/23/20,Sonoma,97,216,2,22,0
4/24/20,Sonoma,97,217,2,1,0
4/25/20,Sonoma,97,218,2,1,0
4/26/20,Sonoma,97,220,2,2,0
4/27/20,Sonoma,97,222,2,2,0
4/28/20,Sonoma,97,228,2,6,0
4/29/20,Sonoma,97,232,2,4,0
4/30/20,Sonoma,97,244,2,12,0
1/26/20,Stanislaus,99,0,0,,
1/31/20,Stanislaus,99,0,0,0,0
2/2/20,Stanislaus,99,0,0,0,0
2/20/20,Stanislaus,99,0,0,0,0
2/21/20,Stanislaus,99,0,0,0,0
2/26/20,Stanislaus,99,0,0,0,0
2/28/20,Stanislaus,99,0,0,0,0
2/29/20,Stanislaus,99,0,0,0,0
3/1/20,Stanislaus,99,0,0,0,0
3/2/20,Stanislaus,99,0,0,0,0
3/3/20,Stanislaus,99,0,0,0,0
3/4/20,Stanislaus,99,0,0,0,0
3/5/20,Stanislaus,99,0,0,0,0
3/6/20,Stanislaus,99,0,0,0,0
3/7/20,Stanislaus,99,0,0,0,0
3/8/20,Stanislaus,99,0,0,0,0
3/9/20,Stanislaus,99,0,0,0,0
3/10/20,Stanislaus,99,0,0,0,0
3/11/20,Stanislaus,99,2,0,2,0
3/12/20,Stanislaus,99,2,0,0,0
3/13/20,Stanislaus,99,2,0,0,0
3/14/20,Stanislaus,99,2,0,0,0
3/15/20,Stanislaus,99,2,0,0,0
3/16/20,Stanislaus,99,3,0,1,0
3/17/20,Stanislaus,99,3,0,0,0
3/18/20,Stanislaus,99,5,0,2,0
3/19/20,Stanislaus,99,5,0,0,0
3/20/20,Stanislaus,99,5,0,0,0
3/21/20,Stanislaus,99,5,0,0,0
3/22/20,Stanislaus,99,8,0,3,0
3/23/20,Stanislaus,99,10,0,2,0
3/24/20,Stanislaus,99,11,0,1,0
3/25/20,Stanislaus,99,12,0,1,0
3/26/20,Stanislaus,99,17,0,5,0
3/27/20,Stanislaus,99,23,0,6,0
3/28/20,Stanislaus,99,29,0,6,0
3/29/20,Stanislaus,99,31,0,2,0
3/30/20,Stanislaus,99,33,0,2,0
3/31/20,Stanislaus,99,40,0,7,0
4/1/20,Stanislaus,99,44,0,4,0
4/2/20,Stanislaus,99,51,0,7,0
4/3/20,Stanislaus,99,58,0,7,0
4/4/20,Stanislaus,99,65,0,7,0
4/5/20,Stanislaus,99,71,0,6,0
4/6/20,Stanislaus,99,81,0,10,0
4/7/20,Stanislaus,99,90,0,9,0
4/8/20,Stanislaus,99,95,0,5,0
4/9/20,Stanislaus,99,103,0,8,0
4/10/20,Stanislaus,99,116,1,13,1
4/11/20,Stanislaus,99,121,2,5,1
4/12/20,Stanislaus,99,131,2,10,0
4/13/20,Stanislaus,99,146,2,15,0
4/14/20,Stanislaus,99,163,4,17,2
4/15/20,Stanislaus,99,177,4,14,0
4/16/20,Stanislaus,99,187,4,10,0
4/17/20,Stanislaus,99,206,4,19,0
4/18/20,Stanislaus,99,221,4,15,0
4/19/20,Stanislaus,99,226,4,5,0
4/20/20,Stanislaus,99,232,4,6,0
4/21/20,Stanislaus,99,236,4,4,0
4/22/20,Stanislaus,99,251,5,15,1
4/23/20,Stanislaus,99,258,5,7,0
4/24/20,Stanislaus,99,264,5,6,0
4/25/20,Stanislaus,99,286,5,22,0
4/26/20,Stanislaus,99,294,5,8,0
4/27/20,Stanislaus,99,312,7,18,2
4/28/20,Stanislaus,99,324,10,12,3
4/29/20,Stanislaus,99,339,11,15,1
4/30/20,Stanislaus,99,374,13,35,2
3/25/20,Sutter,101,2,0,,
3/26/20,Sutter,101,2,0,0,0
3/27/20,Sutter,101,2,0,0,0
3/28/20,Sutter,101,6,0,4,0
3/29/20,Sutter,101,6,0,0,0
3/30/20,Sutter,101,9,0,3,0
3/31/20,Sutter,101,10,0,1,0
4/1/20,Sutter,101,14,1,4,1
4/2/20,Sutter,101,14,1,0,0
4/3/20,Sutter,101,16,1,2,0
4/4/20,Sutter,101,16,1,0,0
4/5/20,Sutter,101,16,2,0,1
4/6/20,Sutter,101,17,2,1,0
4/7/20,Sutter,101,19,2,2,0
4/8/20,Sutter,101,20,2,1,0
4/9/20,Sutter,101,22,2,2,0
4/10/20,Sutter,101,22,2,0,0
4/11/20,Sutter,101,22,2,0,0
4/12/20,Sutter,101,22,2,0,0
4/13/20,Sutter,101,23,2,1,0
4/14/20,Sutter,101,24,2,1,0
4/15/20,Sutter,101,24,2,0,0
4/16/20,Sutter,101,24,2,0,0
4/17/20,Sutter,101,25,2,1,0
4/18/20,Sutter,101,25,2,0,0
4/19/20,Sutter,101,26,2,1,0
4/20/20,Sutter,101,26,2,0,0
4/21/20,Sutter,101,26,2,0,0
4/22/20,Sutter,101,26,2,0,0
4/23/20,Sutter,101,28,2,2,0
4/24/20,Sutter,101,28,2,0,0
4/25/20,Sutter,101,29,2,1,0
4/26/20,Sutter,101,29,2,0,0
4/27/20,Sutter,101,29,2,0,0
4/28/20,Sutter,101,29,2,0,0
4/29/20,Sutter,101,30,2,1,0
4/30/20,Sutter,101,30,2,0,0
4/1/20,Tehama,103,1,0,,
4/2/20,Tehama,103,1,0,0,0
4/3/20,Tehama,103,1,0,0,0
4/4/20,Tehama,103,1,0,0,0
4/5/20,Tehama,103,1,0,0,0
4/6/20,Tehama,103,1,0,0,0
4/7/20,Tehama,103,1,0,0,0
4/8/20,Tehama,103,1,0,0,0
4/9/20,Tehama,103,1,0,0,0
4/10/20,Tehama,103,1,0,0,0
4/11/20,Tehama,103,1,0,0,0
4/12/20,Tehama,103,1,0,0,0
4/13/20,Tehama,103,1,0,0,0
4/14/20,Tehama,103,1,1,0,1
4/15/20,Tehama,103,1,1,0,0
4/16/20,Tehama,103,1,1,0,0
4/17/20,Tehama,103,1,1,0,0
4/18/20,Tehama,103,1,1,0,0
4/19/20,Tehama,103,1,1,0,0
4/20/20,Tehama,103,1,1,0,0
4/21/20,Tehama,103,1,1,0,0
4/22/20,Tehama,103,1,1,0,0
4/23/20,Tehama,103,1,1,0,0
4/24/20,Tehama,103,1,1,0,0
4/25/20,Tehama,103,1,1,0,0
4/26/20,Tehama,103,1,1,0,0
4/27/20,Tehama,103,1,1,0,0
4/28/20,Tehama,103,1,1,0,0
4/29/20,Tehama,103,1,1,0,0
4/30/20,Tehama,103,1,1,0,0
4/29/20,Trinity,105,0,0,,
4/30/20,Trinity,105,0,0,0,0
3/11/20,Tulare,107,1,0,,
3/12/20,Tulare,107,1,0,0,0
3/13/20,Tulare,107,1,0,0,0
3/14/20,Tulare,107,2,0,1,0
3/15/20,Tulare,107,3,0,1,0
3/16/20,Tulare,107,3,0,0,0
3/17/20,Tulare,107,3,0,0,0
3/18/20,Tulare,107,5,0,2,0
3/19/20,Tulare,107,7,0,2,0
3/20/20,Tulare,107,11,0,4,0
3/21/20,Tulare,107,11,0,0,0
3/22/20,Tulare,107,12,0,1,0
3/23/20,Tulare,107,16,0,4,0
3/24/20,Tulare,107,17,0,1,0
3/25/20,Tulare,107,18,0,1,0
3/26/20,Tulare,107,20,0,2,0
3/27/20,Tulare,107,24,0,4,0
3/28/20,Tulare,107,29,1,5,1
3/29/20,Tulare,107,35,1,6,0
3/30/20,Tulare,107,43,1,8,0
3/31/20,Tulare,107,45,1,2,0
4/1/20,Tulare,107,59,2,14,1
4/2/20,Tulare,107,74,2,15,0
4/3/20,Tulare,107,81,3,7,1
4/4/20,Tulare,107,107,5,26,2
4/5/20,Tulare,107,116,5,9,0
4/6/20,Tulare,107,135,6,19,1
4/7/20,Tulare,107,157,6,22,0
4/8/20,Tulare,107,168,9,11,3
4/9/20,Tulare,107,187,10,19,1
4/10/20,Tulare,107,203,11,16,1
4/11/20,Tulare,107,227,11,24,0
4/12/20,Tulare,107,227,11,0,0
4/13/20,Tulare,107,264,13,37,2
4/14/20,Tulare,107,296,13,32,0
4/15/20,Tulare,107,352,15,56,2
4/16/20,Tulare,107,372,17,20,2
4/17/20,Tulare,107,382,17,10,0
4/18/20,Tulare,107,397,17,15,0
4/19/20,Tulare,107,411,17,14,0
4/20/20,Tulare,107,422,18,11,1
4/21/20,Tulare,107,436,22,14,4
4/22/20,Tulare,107,441,25,5,3
4/23/20,Tulare,107,453,25,12,0
4/24/20,Tulare,107,472,28,19,3
4/25/20,Tulare,107,491,32,19,4
4/26/20,Tulare,107,504,32,13,0
4/27/20,Tulare,107,532,32,28,0
4/28/20,Tulare,107,578,35,46,3
4/29/20,Tulare,107,626,36,48,1
4/30/20,Tulare,107,640,40,14,4
3/30/20,Tuolumne,109,1,0,,
3/31/20,Tuolumne,109,1,0,0,0
4/1/20,Tuolumne,109,1,0,0,0
4/2/20,Tuolumne,109,1,0,0,0
4/3/20,Tuolumne,109,1,0,0,0
4/4/20,Tuolumne,109,1,0,0,0
4/5/20,Tuolumne,109,1,0,0,0
4/6/20,Tuolumne,109,1,0,0,0
4/7/20,Tuolumne,109,1,0,0,0
4/8/20,Tuolumne,109,1,0,0,0
4/9/20,Tuolumne,109,1,0,0,0
4/10/20,Tuolumne,109,1,0,0,0
4/11/20,Tuolumne,109,1,0,0,0
4/12/20,Tuolumne,109,1,0,0,0
4/13/20,Tuolumne,109,1,0,0,0
4/14/20,Tuolumne,109,2,0,1,0
4/15/20,Tuolumne,109,2,0,0,0
4/16/20,Tuolumne,109,2,0,0,0
4/17/20,Tuolumne,109,2,0,0,0
4/18/20,Tuolumne,109,2,0,0,0
4/19/20,Tuolumne,109,2,0,0,0
4/20/20,Tuolumne,109,2,0,0,0
4/21/20,Tuolumne,109,2,0,0,0
4/22/20,Tuolumne,109,2,0,0,0
4/23/20,Tuolumne,109,2,0,0,0
4/24/20,Tuolumne,109,2,0,0,0
4/25/20,Tuolumne,109,3,0,1,0
4/26/20,Tuolumne,109,3,0,0,0
4/27/20,Tuolumne,109,4,0,1,0
4/28/20,Tuolumne,109,4,0,0,0
4/29/20,Tuolumne,109,4,0,0,0
4/30/20,Tuolumne,109,4,0,0,0
1/26/20,Ventura,111,0,0,,
1/31/20,Ventura,111,0,0,0,0
2/2/20,Ventura,111,0,0,0,0
2/20/20,Ventura,111,0,0,0,0
2/21/20,Ventura,111,0,0,0,0
2/26/20,Ventura,111,0,0,0,0
2/28/20,Ventura,111,0,0,0,0
2/29/20,Ventura,111,0,0,0,0
3/1/20,Ventura,111,0,0,0,0
3/2/20,Ventura,111,0,0,0,0
3/3/20,Ventura,111,0,0,0,0
3/4/20,Ventura,111,0,0,0,0
3/5/20,Ventura,111,0,0,0,0
3/6/20,Ventura,111,1,0,1,0
3/7/20,Ventura,111,1,0,0,0
3/8/20,Ventura,111,1,0,0,0
3/9/20,Ventura,111,1,0,0,0
3/10/20,Ventura,111,1,0,0,0
3/11/20,Ventura,111,2,0,1,0
3/12/20,Ventura,111,3,0,1,0
3/13/20,Ventura,111,5,0,2,0
3/14/20,Ventura,111,4,0,-1,0
3/15/20,Ventura,111,4,0,0,0
3/16/20,Ventura,111,4,0,0,0
3/17/20,Ventura,111,10,0,6,0
3/18/20,Ventura,111,13,0,3,0
3/19/20,Ventura,111,17,0,4,0
3/20/20,Ventura,111,19,0,2,0
3/21/20,Ventura,111,26,0,7,0
3/22/20,Ventura,111,30,1,4,1
3/23/20,Ventura,111,35,1,5,0
3/24/20,Ventura,111,39,1,4,0
3/25/20,Ventura,111,50,1,11,0
3/26/20,Ventura,111,61,1,11,0
3/27/20,Ventura,111,83,3,22,2
3/28/20,Ventura,111,98,3,15,0
3/29/20,Ventura,111,109,4,11,1
3/30/20,Ventura,111,126,4,17,0
3/31/20,Ventura,111,149,5,23,1
4/1/20,Ventura,111,160,5,11,0
4/2/20,Ventura,111,177,6,17,1
4/3/20,Ventura,111,189,6,12,0
4/4/20,Ventura,111,203,6,14,0
4/5/20,Ventura,111,221,6,18,0
4/6/20,Ventura,111,226,6,5,0
4/7/20,Ventura,111,243,6,17,0
4/8/20,Ventura,111,263,7,20,1
4/9/20,Ventura,111,274,7,11,0
4/10/20,Ventura,111,298,10,24,3
4/11/20,Ventura,111,309,10,11,0
4/12/20,Ventura,111,314,10,5,0
4/13/20,Ventura,111,317,10,3,0
4/14/20,Ventura,111,350,13,33,3
4/15/20,Ventura,111,365,13,15,0
4/16/20,Ventura,111,384,13,19,0
4/17/20,Ventura,111,396,13,12,0
4/18/20,Ventura,111,416,13,20,0
4/19/20,Ventura,111,422,13,6,0
4/20/20,Ventura,111,428,13,6,0
4/21/20,Ventura,111,443,13,15,0
4/22/20,Ventura,111,451,14,8,1
4/23/20,Ventura,111,465,16,14,2
4/24/20,Ventura,111,476,16,11,0
4/25/20,Ventura,111,496,16,20,0
4/26/20,Ventura,111,497,17,1,1
4/27/20,Ventura,111,503,17,6,0
4/28/20,Ventura,111,508,17,5,0
4/29/20,Ventura,111,517,17,9,0
4/30/20,Ventura,111,535,18,18,1
1/26/20,Yolo,113,0,0,,
1/31/20,Yolo,113,0,0,0,0
2/2/20,Yolo,113,0,0,0,0
2/20/20,Yolo,113,0,0,0,0
2/21/20,Yolo,113,0,0,0,0
2/26/20,Yolo,113,0,0,0,0
2/28/20,Yolo,113,0,0,0,0
2/29/20,Yolo,113,0,0,0,0
3/1/20,Yolo,113,0,0,0,0
3/2/20,Yolo,113,0,0,0,0
3/3/20,Yolo,113,0,0,0,0
3/4/20,Yolo,113,0,0,0,0
3/5/20,Yolo,113,0,0,0,0
3/6/20,Yolo,113,1,0,1,0
3/7/20,Yolo,113,1,0,0,0
3/8/20,Yolo,113,1,0,0,0
3/9/20,Yolo,113,1,0,0,0
3/10/20,Yolo,113,1,0,0,0
3/11/20,Yolo,113,1,0,0,0
3/12/20,Yolo,113,1,0,0,0
3/13/20,Yolo,113,2,0,1,0
3/14/20,Yolo,113,2,0,0,0
3/15/20,Yolo,113,2,0,0,0
3/16/20,Yolo,113,2,0,0,0
3/17/20,Yolo,113,4,0,2,0
3/18/20,Yolo,113,5,0,1,0
3/19/20,Yolo,113,5,0,0,0
3/20/20,Yolo,113,6,0,1,0
3/21/20,Yolo,113,6,0,0,0
3/22/20,Yolo,113,6,1,0,1
3/23/20,Yolo,113,8,1,2,0
3/24/20,Yolo,113,10,1,2,0
3/25/20,Yolo,113,11,1,1,0
3/26/20,Yolo,113,11,1,0,0
3/27/20,Yolo,113,16,1,5,0
3/28/20,Yolo,113,16,1,0,0
3/29/20,Yolo,113,16,1,0,0
3/30/20,Yolo,113,24,1,8,0
3/31/20,Yolo,113,25,1,1,0
4/1/20,Yolo,113,28,1,3,0
4/2/20,Yolo,113,33,1,5,0
4/3/20,Yolo,113,33,1,0,0
4/4/20,Yolo,113,37,1,4,0
4/5/20,Yolo,113,37,1,0,0
4/6/20,Yolo,113,50,1,13,0
4/7/20,Yolo,113,56,2,6,1
4/8/20,Yolo,113,67,3,11,1
4/9/20,Yolo,113,71,3,4,0
4/10/20,Yolo,113,75,3,4,0
4/11/20,Yolo,113,88,3,13,0
4/12/20,Yolo,113,93,3,5,0
4/13/20,Yolo,113,101,4,8,1
4/14/20,Yolo,113,102,4,1,0
4/15/20,Yolo,113,116,7,14,3
4/16/20,Yolo,113,125,7,9,0
4/17/20,Yolo,113,126,8,1,1
4/18/20,Yolo,113,126,8,0,0
4/19/20,Yolo,113,137,9,11,1
4/20/20,Yolo,113,142,10,5,1
4/21/20,Yolo,113,146,10,4,0
4/22/20,Yolo,113,151,12,5,2
4/23/20,Yolo,113,155,12,4,0
4/24/20,Yolo,113,157,13,2,1
4/25/20,Yolo,113,158,13,1,0
4/26/20,Yolo,113,161,14,3,1
4/27/20,Yolo,113,161,16,0,2
4/28/20,Yolo,113,162,16,1,0
4/29/20,Yolo,113,163,16,1,0
4/30/20,Yolo,113,164,16,1,0
3/21/20,Yuba,115,2,0,,
3/22/20,Yuba,115,3,0,1,0
3/23/20,Yuba,115,3,0,0,0
3/24/20,Yuba,115,3,0,0,0
3/25/20,Yuba,115,3,0,0,0
3/26/20,Yuba,115,3,0,0,0
3/27/20,Yuba,115,3,0,0,0
3/28/20,Yuba,115,3,0,0,0
3/29/20,Yuba,115,4,0,1,0
3/30/20,Yuba,115,6,0,2,0
3/31/20,Yuba,115,7,0,1,0
4/1/20,Yuba,115,8,0,1,0
4/2/20,Yuba,115,8,0,0,0
4/3/20,Yuba,115,9,0,1,0
4/4/20,Yuba,115,9,0,0,0
4/5/20,Yuba,115,10,0,1,0
4/6/20,Yuba,115,11,0,1,0
4/7/20,Yuba,115,13,0,2,0
4/8/20,Yuba,115,15,0,2,0
4/9/20,Yuba,115,15,0,0,0
4/10/20,Yuba,115,15,1,0,1
4/11/20,Yuba,115,15,1,0,0
4/12/20,Yuba,115,15,1,0,0
4/13/20,Yuba,115,15,1,0,0
4/14/20,Yuba,115,15,1,0,0
4/15/20,Yuba,115,15,1,0,0
4/16/20,Yuba,115,15,1,0,0
4/17/20,Yuba,115,15,1,0,0
4/18/20,Yuba,115,16,1,1,0
4/19/20,Yuba,115,16,1,0,0
4/20/20,Yuba,115,16,1,0,0
4/21/20,Yuba,115,16,1,0,0
4/22/20,Yuba,115,16,1,0,0
4/23/20,Yuba,115,16,1,0,0
4/24/20,Yuba,115,16,1,0,0
4/25/20,Yuba,115,16,1,0,0
4/26/20,Yuba,115,16,1,0,0
4/27/20,Yuba,115,16,1,0,0
4/28/20,Yuba,115,17,1,1,0
4/29/20,Yuba,115,17,1,0,0
4/30/20,Yuba,115,18,1,1,0